,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
16099,Fraud,1974.9,2181.2954147331266,62116.46889548461,8,7,0,20.305150897096407,23.732200303054785,0.6778032083025348,0.0,-239.22549611621127,14718093.295064107,4402668.386214735,0.0,0.0,11.0,0,385
16100,Non - Fraud,47.71,172.50392984695574,0.0,2,0,0,0.0,9.184686878421402,0.0,274.8561751749263,-35.97375926520932,0.0,0.0,1.7244187332162972,0.0,0.0,4,3
16101,Non - Fraud,210.76,0.0,7583.819340885915,4,3,0,50.369775798149,63.77816023676982,3.0149915419441817,0.0,-423.57054389221616,0.0,5658764.150015248,0.0,0.0,0.0,4,2
16102,Non - Fraud,423.94,0.0,7168.383930572221,8,10,0,117.855685303109,49.6353702791389,54.2005591563855,834.6961977429548,-748.3261673053455,0.0,9404525.611358717,0.0,0.0,0.0,4,2
16103,Non - Fraud,0.0,798.7629187962287,776096.408543357,84,72,0,43.14033258140124,2.2801988216567004,17.27111089959032,672.8621498160378,2176.349435686485,9103485.11239914,5006176.043482465,2.2550857889141085,1.0,8.0,36,313
16104,Non - Fraud,0.0,64031.22131633933,230407.54843420789,3,0,1,28.107752118614886,25.827444940829707,4.681417396636093,241.47940188959973,12.728455044061871,20714862.59037869,4390158.243715264,0.30253110436824676,0.0,0.0,2,1
16105,Non - Fraud,28.61,28624.659564524023,1139.8611295696694,5,0,0,21.41757273065508,21.659365170337587,3.962927591743484,0.0,192.21136651088116,0.0,2305332.152218983,0.0,0.0,0.0,4,2
16106,Non - Fraud,112.33,447.7750373464315,398398.76140113384,3,3045,0,44.92451776987825,0.0,3.129580050398219,1737.3033245825573,720.0911962443229,0.0,2056834.9021473934,9.205692816600184,0.0,2.0,185,117
16107,Fraud,22844.77,8415.6040421277,92191.67255820861,0,19,0,100.98105547402,67.50993473648172,41.46922489772012,1087.0329397754494,1029.3872440500575,0.0,0.0,1.7439924226845556,0.0,11.0,1,193
16108,Non - Fraud,26567.82,4021.8905833370804,567134.6150901285,13,9,0,87.04483265315557,7.280008610639628,1.567037200044159,598.0205053657409,115.23407935064799,0.0,2388351.0964882406,0.0,17.0,9.0,35,422
16109,Non - Fraud,0.0,0.0,0.0,8,4,0,10.358890561704506,28.036844113423946,5.131373113712039,487.32304113120364,375.44378191733057,785125.1977605221,1184535.3524515608,4.6542640835950255,0.0,0.0,3,3
16110,Fraud,54.93,71.24049144529903,11428.94671166458,3,8,0,0.0,0.0,8.20670712699246,46.20801286221507,-374.9143587988443,3177075.2686296194,0.0,1.846627349501603,0.0,1.0,0,0
16111,Non - Fraud,94.63,4057.705435777427,201292.59132159757,6,134,1,18.80048374602992,0.0,0.0,0.0,235.47701847075325,0.0,3825848.9181949804,21.511763895891306,0.0,4.0,184,308
16112,Fraud,319.67,0.0,7035.456366446538,5,10,0,43.519274343844,51.09711883817597,5.911998345461014,1958.7266402190378,-7.500378853672434,34955957.71535066,3764038.6932187164,0.0,0.0,1.0,-1,-1
16113,Fraud,222.67,458.8194182263615,11631.536130486,4,9,0,110.55975188431375,41.487438651724055,3.553020273293471,227.15351523222097,-181.16373935527008,1535932.8072283887,6398966.974135064,0.0,1.0,2.0,0,74
16114,Non - Fraud,202.41,0.0,133.63143181676242,2,1,0,30.32437081483576,38.770029108311995,31.30907224579737,0.0,-353.38558554726876,0.0,3180720.7673023604,0.9684917926136203,0.0,0.0,4,2
16115,Non - Fraud,239.06,0.0,8664.93844264674,5,8,0,13.373256435567445,14.101558613325686,3.1835903805548496,73.18818267648138,-731.4240813463028,0.0,4900322.818751185,0.0,0.0,0.0,2,1
16116,Non - Fraud,7960.12,8491.118812465029,1206594.6310109696,0,0,0,11.486406007521943,0.0,0.0,0.0,-503.72338955956786,0.0,0.0,1.8627157893536517,1.0,1.0,25,246
16117,Non - Fraud,350.64,12206.110064066761,224501.19496968106,4,104,0,75.10136370564803,0.0,0.958043254354873,940.7063268621748,-54.84669899935836,0.0,139894.9999129659,0.0,0.0,3.0,186,313
16118,Non - Fraud,31.35,249.5445567569114,2622.528356400279,8,0,0,34.68250507831516,0.0,0.17017023580833635,0.0,-592.5416617463796,0.0,913115.9514206185,0.0,1.0,0.0,2,2
16119,Non - Fraud,137.23,58.11971008827903,7230.72965268579,0,0,0,93.86517335328969,50.546521590723984,3.8198903841382874,1837.3840308306385,353.7954278972465,11942330.141953697,2579905.33814187,7.1057353498283655,1.0,0.0,4,440
16120,Non - Fraud,38.09,3713.487432113482,436931.4691338345,1229,604,0,162.70973185655404,13.404885960819826,0.7016239568241253,1481.217885179828,599.9138612364221,0.0,0.0,1.11474378955405,0.0,3.0,185,437
16121,Non - Fraud,302.72,0.0,0.0,0,1,0,3.2469966398728403,6.214171032281751,4.145345822508345,0.0,-228.16048589018888,0.0,6901560.744166902,0.0,0.0,1.0,3,0
16122,Non - Fraud,165.43,0.0,3832.0178928636315,6,7,0,0.0,3.154788007244111,2.3388787289102275,0.0,-683.214791762455,6568419.339137627,0.0,0.0,0.0,0.0,3,2
16123,Non - Fraud,3095.41,7429.865302699665,561321.5264277634,384,20,0,0.0,8.841180142168112,0.0,0.0,-95.38653910297884,3636217.476011193,0.0,3.7055705575614897,0.0,2.0,2,251
16124,Non - Fraud,167.87,298.84243916374163,18938.07900627292,11,9,0,7.978968162745311,26.350428693838506,1.9144849070189918,0.0,378.01051494601285,0.0,0.0,8.592242121518332,1.0,2.0,2,426
16125,Fraud,316.59,9020.674837509994,165039.26459901308,5,12,1,38.656856401104925,0.0,0.050174506673774655,0.0,-463.8100854442893,0.0,0.0,14.339587150285865,0.0,1.0,0,74
16126,Non - Fraud,227.49,0.0,0.0,2,0,0,89.77821359122989,53.95407335371803,45.29880480221904,0.0,-345.0910488671343,854648.2453056249,4244695.305280377,1.9922319487252784,1.0,0.0,2,2
16127,Non - Fraud,2956.29,1917.3045648021437,519363.0584626143,0,9,0,39.66762162559643,59.87272406660709,35.15492113086702,555.4828322806056,-328.8624266397757,0.0,1898854.0755276692,0.0,0.0,15.0,3,2
16128,Non - Fraud,12.51,626.2727577513831,223385.27172638164,4,7328,0,7154.763392586373,56.17938401397737,4.907681866778461,79417.0825142765,1302.3970110129892,9038896.752864778,1226477.8944613775,0.0,0.0,2.0,186,125
16129,Non - Fraud,4.28,868.8530837584196,45401.816017027915,4,5,0,95.00666293628788,19.411478227112287,3.2335555981914395,691.1307838598827,-243.8181926031569,4514176.703183076,0.0,4.168166555717681,1.0,2.0,138,156
16130,Non - Fraud,341.04,809.6968943044106,941639.0723260408,378,899,0,114.35464666464037,9.012695256140132,1.4290438859433072,1204.2660307208207,917.9407910801356,0.0,4136426.4594726316,0.6987440490551112,1.0,41.0,187,261
16131,Fraud,343.14,328.5869258619104,0.0,8,0,0,8.32337604916074,0.0,3.5924878298307985,1110.290582971414,246.96297603394694,11395528.78063701,5762172.836444691,0.0,0.0,1.0,-1,1
16132,Non - Fraud,70.87,7249.688482086834,49333.34669383516,3,3,1,58.22212141865138,23.587856535679833,1.2433366676726285,523.1504027090805,-534.3954666235808,14550000.370685197,4448862.620985689,0.0,1.0,0.0,3,1
16133,Fraud,9191.09,0.0,2887.900762027757,5,11,0,0.0,0.0,1.2234332863320039,76.08019284297359,-807.5497409457848,9570533.870689603,3715340.7086844537,0.0,0.0,1.0,2,79
16134,Non - Fraud,0.0,4629.861054230086,174770.33446270035,5,181,1,27.836639243471147,0.0,0.0,101.9724862702993,-166.9686217157204,0.0,2421746.705011387,0.6650884666444751,0.0,3.0,184,313
16135,Non - Fraud,93303.32,3306.307441777435,328792.04797681683,78,37,1,0.0,22.325901751759048,0.0,0.0,1038.9856531731498,0.0,7394328.165615778,2.7725041315760532,14.0,74.0,117,242
16136,Non - Fraud,0.0,51.99993097588826,0.0,0,4,0,21.277057101207433,49.03621456588745,3.565864198281273,142.06066506282932,-270.4595359250557,0.0,2426916.347551688,4.126021074646199,0.0,1.0,4,1
16137,Non - Fraud,224.97,0.0,1826.0917496102525,5,0,0,69.80841494919855,50.55067077872286,2.492009579497264,576.4222469695824,-348.2944315418866,0.0,5597048.594526803,0.0,0.0,0.0,4,2
16138,Non - Fraud,264.23,0.0,0.0,5,0,0,26.41110326365203,45.648807110627985,3.4166001098741536,0.0,-368.5220813336885,0.0,889799.9753919375,0.0,0.0,0.0,5,3
16139,Fraud,334.99,787.7159080128031,32520.90577423032,19,10,0,11.629974550285791,0.0,1.097785148829121,491.6641323678005,290.7255995753994,42630713.64179892,4062734.008890651,0.0,1.0,3.0,0,395
16140,Non - Fraud,244.2,0.0,0.0,0,0,0,35.12235179965754,88.2403256488794,26.81721954248795,0.0,-82.79756132426871,0.0,5038195.32977906,0.0,0.0,0.0,5,5
16141,Non - Fraud,18973.79,3525.9756998883595,350716.088930855,9,4,0,0.0,0.16674767660479617,0.0,0.0,130.3220871600265,0.0,296356.71743745066,0.0,1.0,7.0,185,434
16142,Non - Fraud,0.0,543.5570330075965,29400.222173555147,3,11,1,70.25861819367645,44.595782095148536,7.0435862843686134,983.4083556793182,77.14490667657691,0.0,648256.8446744581,0.0,0.0,2.0,187,111
16143,Non - Fraud,124.82,0.0,0.0,3,0,0,0.661101855869866,16.272693358299115,3.48579041397652,133.24261347957386,-554.9924088725878,666704.9328470123,1372884.2573739693,0.0,0.0,0.0,4,3
16144,Non - Fraud,124.9,456.10879692346776,0.0,5,0,1,62.919765313614334,41.573378708150955,37.36626160833053,0.0,79.19209117056886,0.0,5743535.6846935535,0.0,1.0,0.0,4,2
16145,Non - Fraud,88.68,773.6446599346327,439770.58265512355,56,264,0,85.02234375703678,12.664888654188736,0.0,1784.786786718086,303.97703586595185,7568112.723614008,4983963.13911322,0.0,1.0,9.0,187,121
16146,Non - Fraud,196.97,662.3558429121672,42484.87066526056,11,9,0,65.91937176334525,0.0,4.384506936073483,879.3198019441433,-145.50656702899144,12823476.689694118,5287286.58785513,0.0,1.0,0.0,3,3
16147,Non - Fraud,0.0,1115.7834724474567,180414.26098662324,6,985,0,43.8404931036434,8.123115832285501,0.23754263450179192,192.24304637454438,796.8464472898075,0.0,1072045.6244978048,14.860457545509039,0.0,1.0,185,447
16148,Non - Fraud,33.61,592.542525867956,0.0,7,0,0,0.0,0.0,2.033627894920681,1048.555057863112,-487.7447762082771,0.0,3273243.8396433126,0.0,0.0,0.0,4,2
16149,Non - Fraud,111.2,0.0,0.0,5,8,0,77.52689010019915,99.50333796373191,31.207614282007597,726.2175216827357,214.8498002582996,0.0,5956372.315714334,2.180937905683317,0.0,1.0,4,4
16150,Fraud,115.54,938.7964293004616,274267.40698855306,4,29,0,0.0,18.702855589014327,0.0,2015.6280495180931,526.9047313024432,31338189.80991743,1680092.339453789,0.38681045857088964,0.0,1.0,2,2
16151,Fraud,142.28,0.0,0.0,0,14,0,30.85606412447544,0.0,1.410001420715365,0.0,263.1881434581147,0.0,1778044.620858009,15.43227273686903,0.0,1.0,-1,73
16152,Fraud,269.51,108.32791130547416,34131.32032088256,1,4,0,30.76868716450687,0.0,5.0752320899265575,1493.233471277873,148.96474382987472,0.0,3789945.428876329,0.0,0.0,0.0,-1,0
16153,Fraud,25.56,342.59637120793406,2037.2942197446482,7,1,0,25.375480177773017,8.962161387866841,6.337454666901536,434.28296857335124,110.08814999790144,0.0,186370.30893114992,3.2093506851451843,0.0,1.0,0,77
16154,Fraud,310.7,0.0,783.2605775610334,4,0,0,0.0,0.0,2.211710181175714,0.0,-854.514335521976,8907308.131427255,786875.609455861,0.0,0.0,1.0,-1,71
16155,Non - Fraud,0.0,2255.0092563305107,204001.61589768372,42,281,0,16.063691442028198,38.763652325006206,35.074748338885954,949.8398908711481,910.7899428498527,16538464.754877785,1495187.8547509306,2.77070972597953,10.0,45.0,113,73
16156,Non - Fraud,9.07,4487.850040018154,322983.2628105145,12,102,1,42.405298480349444,0.0,0.0,0.0,106.36018517735826,0.0,0.0,2.5688389860814427,1.0,6.0,185,125
16157,Non - Fraud,1310.47,10610.22442164924,280789.6917017536,9,134,1,0.0,0.0,0.0,0.0,-823.0359519713282,0.0,0.0,16.731280336237536,0.0,2.0,184,121
16158,Non - Fraud,0.0,20514.70706044935,51332.20178948038,7,12,1,89.16559271129523,45.720323552273754,1.528836126120815,937.6997308572796,1635.528897633348,0.0,3965843.7470134227,17.246281580371303,1.0,0.0,2,2
16159,Non - Fraud,0.0,289.5291163971931,6561.724261080168,4,0,0,111.6873357118601,51.802397814226396,39.913915488065825,450.95957695686565,-261.10628780903784,0.0,2212275.4882194125,0.0,0.0,0.0,5,3
16160,Fraud,246.99,368.9352087418945,14102.266520337944,9,13,0,71.00164523649218,0.0,5.983386386012647,0.0,132.48009468218035,0.0,5737875.82633269,0.9443970171823454,1.0,1.0,0,69
16161,Fraud,154.15,0.0,0.0,0,0,1,61.764923646582204,40.06906725997281,0.8181430871627273,0.0,-870.784452536046,0.0,651445.7003084815,2.1436030197752736,1.0,1.0,0,72
16162,Non - Fraud,57.14,630.2629788300907,473539.3935975836,4635,3105,0,9497.411242259703,985.9756503543229,2.5819676007064305,3288.253236741629,1125.3245282700066,2300493593.8961196,4948397.01742389,0.0,1.0,67.0,257,411
16163,Non - Fraud,67.2,0.0,3819.2427477553038,9,0,0,1756.4722315147806,1075.272676740883,676.5740784036843,2963.5822413017827,342.4742978798348,12206492.3341791,6019846.313907438,0.0,0.0,0.0,5,6
16164,Non - Fraud,264.5,740.3197366399322,326214.34401429316,8,814,0,94.75922695904418,31.3144763721348,2.878099730522049,694.7226840431844,805.3630943815333,0.0,257428.45729874942,5.834038890390913,1.0,2.0,186,266
16165,Non - Fraud,46.32,3889.3546725867504,316321.46325360984,6,97,0,61.18745318116612,0.0,0.0,0.0,-689.3128537300688,0.0,1276193.0596106737,0.0,0.0,0.0,186,2
16166,Fraud,99.57,0.0,0.0,4,4,0,34.06725425914549,24.848669644590302,2.7997294913686153,0.0,-191.89355937493883,10918850.001252595,4813534.307603303,2.7411641264673103,0.0,1.0,-1,-1
16167,Non - Fraud,138.39,132.31033081007376,459521.8647320472,0,87,0,71.47694236961541,12.623603909444522,3.705819197342305,2122.8906238731342,-195.0039224024884,17867063.54534021,1879817.2464115925,0.0,0.0,2.0,2,2
16168,Non - Fraud,3759.37,3774.554857670481,50418.48121323176,16,9,0,10.983165011761646,0.0,0.0,171.93433686169476,-115.36580526214951,0.0,1399835.2835454002,0.0,1.0,3.0,122,318
16169,Non - Fraud,0.0,0.0,0.0,0,3,0,49.09772674484529,46.404423516832374,36.99017179679288,218.82255646866645,247.15172716311497,0.0,1968650.7906227133,0.0,0.0,0.0,3,1
16170,Non - Fraud,0.0,8085.186755600154,25986.74369498915,2,9,1,36.06417721210328,30.54593394869263,0.0,0.0,-476.5436727404308,4628496.593075806,30321.062599830242,0.0,0.0,1.0,3,2
16171,Non - Fraud,5963.98,2875.90846154767,226049.31764689254,3,6,0,0.335836441822952,14.471970888819868,0.0,0.0,469.17485853835046,0.0,0.0,5.420932532413301,1.0,19.0,185,310
16172,Non - Fraud,0.0,38940.966994112365,138043.90364832265,1,0,1,112.07822332116984,21.530255406024793,0.0,51.48938994770788,37.05838992027192,0.0,1402507.2007443446,0.0,0.0,0.0,5,2
16173,Non - Fraud,0.0,242.91436774422084,12383.091320732909,6,9,0,60.70082894552935,6.341667799759978,3.787928922988562,0.0,-380.37417373826776,0.0,0.0,0.0,1.0,1.0,4,426
16174,Fraud,0.0,2583.112960453107,268031.98982160504,4,7,0,0.0,18.44134434423001,23.901241472171776,699.8442234743643,932.4976971957661,0.0,0.0,0.0,0.0,82.0,0,201
16175,Fraud,3033.51,440.86848087889985,38884.67269097835,6,22,0,69.86144387703204,31.30527943761102,46.16398886233041,1047.034881004369,1329.4322947696965,4024013.370716777,5057555.412164454,15.96864362011665,0.0,3.0,0,210
16176,Non - Fraud,158.67,126.5698773456237,2110.1500510655055,0,0,0,15.87601558119053,47.55062632855427,4.1158244382305424,0.0,394.41117151290644,0.0,3919087.3476111637,0.0,0.0,1.0,4,3
16177,Non - Fraud,177.41,205.81255532624357,0.0,13,0,0,0.0,6.22295434462689,2.4368105601744636,0.0,-588.632459064898,0.0,1819583.354470691,0.0,1.0,0.0,1,2
16178,Non - Fraud,196.25,0.0,0.0,4,1,0,5.076779206355106,41.32072168468637,5.696092284605278,0.0,169.9357892566591,0.0,5884829.378884877,0.0,0.0,0.0,4,3
16179,Non - Fraud,0.0,4546.299805668445,446209.40162829665,5,28,1,0.0,0.0,0.0,0.0,-402.6759684908977,0.0,0.0,2.324574173211777,0.0,1.0,187,125
16180,Non - Fraud,317.59,8.30812407989609,705.3628285644247,8,1,0,13.04379326571075,0.0,3.4393009732449213,0.0,-673.5320557227693,0.0,1108887.6326934283,0.0,0.0,0.0,4,1
16181,Non - Fraud,103.08,275.74309905439463,11173.31296284685,0,9,0,113.67910577066567,31.281599243728635,2.522160590963291,0.0,-511.0850550813344,0.0,4293325.12778341,0.0,0.0,0.0,5,4
16182,Fraud,285.8,0.0,0.0,6,0,0,11.27149546875182,33.16929825624622,0.0,985.5029251325999,-866.6525822166519,9567118.665876962,6201277.116912693,0.0,0.0,1.0,-1,-1
16183,Non - Fraud,39.08,0.0,32945.38214973055,5,1,0,0.0,7.104916118639819,0.0,0.0,-197.61220594051423,21405775.500587407,5335085.040128768,6.417624588381717,0.0,0.0,2,0
16184,Fraud,3610.51,904.1602968129329,62658.76817265571,6,13,0,84.71872446898114,0.0,6.264780719223482,0.0,1269.766283430302,4635559.475218562,2571231.5475415215,13.31154075161021,1.0,2.0,-1,185
16185,Fraud,188.0,214.147117782472,0.0,4,4,0,53.795694901554974,0.0,1.8538216189764913,372.34701415043673,-376.9927015312913,29213473.58911771,540251.6103587036,5.3084512046837515,0.0,1.0,-1,68
16186,Non - Fraud,80.13,5681.903115355325,3977.7209404941536,3,0,0,15.108050163016184,11.223855888702023,3.6718642983554366,1075.3789135553561,-360.03114094957624,14467183.565759229,269079.65170154924,0.0,1.0,0.0,5,5
16187,Non - Fraud,4164.16,4746.988719660674,908560.1971596803,86,0,0,5.369525799515106,15.514516611359634,0.0,0.0,1581.6825579915449,722840.9161707391,4607017.467336658,3.5460169087599733,6.0,35.0,119,257
16188,Fraud,210.42,345.855302102128,8467.02205405372,6,6,0,28.452934814136032,6.704445569336215,0.0,88.94895682026177,-316.08433553478886,0.0,6361844.1418133,0.0,0.0,1.0,2,80
16189,Fraud,32.25,1.7127307134550875,1068.3709185214127,0,2,0,49.691740074000435,22.89728513446421,3.158300090981917,0.0,-577.9512849030614,0.0,2010785.9420086571,0.0,0.0,2.0,2,76
16190,Non - Fraud,3388.47,2771.701212093627,1172724.3376076806,21,0,0,58.898260101288436,4.588791464781153,0.0,0.0,911.4568313109477,0.0,5766583.746071706,0.0,23.0,32.0,285,396
16191,Non - Fraud,93.49,0.0,0.0,0,0,0,0.0,18.06250581346731,2.6663030070948768,558.9626045734328,-167.2039198169111,14000568.399302347,2251591.2101317556,0.0,1.0,0.0,4,3
16192,Non - Fraud,130.87,4117.501762670503,930724.3263460366,5,81,0,48.18068695179926,8.759107906928921,0.39396680219885427,0.0,656.9724620256937,0.0,3668371.5611241134,0.0,1.0,7.0,188,433
16193,Non - Fraud,59972.65,3069.299105519449,168339.78643195907,0,15,0,92.42787764622864,72.55484944056565,42.99692533638837,603.2953468671462,533.975301794066,0.0,4024014.876877912,0.0,0.0,0.0,187,314
16194,Non - Fraud,46.03,1113.9381766709287,421.6163383448875,0,10,0,83.22463222141022,29.605825194739083,19.557049890868388,0.0,248.1422712457169,0.0,403149.60138271516,8.185419602094347,0.0,0.0,2,2
16195,Non - Fraud,12.85,4922.742444561598,306553.0883892316,11,21,0,8.155342288485024,0.0,0.0,695.4985147055318,55.14231227528646,0.0,0.0,2.0734484885935855,0.0,4.0,188,466
16196,Non - Fraud,64.54,0.0,636449.2035160703,78,182,0,26.264172435395245,15.97125930731569,0.0,405.5468578082826,542.0152603422996,0.0,0.0,0.5257162560536659,0.0,0.0,5,4
16197,Fraud,307.47,135.6943607135151,0.0,6,0,1,28.845770751253976,8.48359404407548,5.009390404455085,1589.6467487230677,-195.3244389823864,7834124.75472024,395401.5923100691,0.0,1.0,0.0,0,71
16198,Fraud,3558.39,39.760568729492206,48957.66996137394,3,9,0,49.30774578413659,34.2936633728815,41.89588235456776,0.0,241.67456391089456,2447999.299066797,3358146.8788465164,0.0,0.0,1.0,1,416
16199,Fraud,7802.05,0.0,75526.92055960797,0,16,0,93.08189814835876,31.755319817288797,169.39021910952698,626.4370544845158,-112.7163519860996,0.0,455582.3617588284,0.0,0.0,1.0,0,200
16200,Non - Fraud,123.01,5109.091262599437,226516.1406690646,11,23,1,53.57394618989451,0.0,0.0,0.0,1598.6146598750843,0.0,1000426.6078254092,12.454138244462806,0.0,3.0,184,319
16201,Non - Fraud,0.0,3532.213817187016,375967.6752582893,3300,2693,0,72.10369841467309,24.764336101891722,1.7474838317890349,888.886703593698,829.9918291026646,1886750373.768356,1936659.2166670982,0.0,1.0,2.0,186,428
16202,Fraud,2017.73,3496.9105661034846,547735.4450930551,123,8,0,6.062647415404655,0.0,0.0,0.0,550.5184968538975,0.0,4925449.82208185,11.181842693986612,10.0,11.0,209,402
16203,Non - Fraud,166.74,109.65946629468152,10318.721900337885,7,4,0,123.99017049751512,82.47634110513376,43.95727115048483,454.88143888983495,-178.27871865197423,1339617.795699252,2090063.2038666117,0.0,0.0,0.0,3,2
16204,Non - Fraud,133.78,145714.34990100728,221352.13590176383,6,0,0,52.06486510852041,25.191385441881305,0.0,0.0,-121.33762760671769,0.0,0.0,1.521928278195477,0.0,0.0,3,3
16205,Non - Fraud,347.52,0.0,0.0,5,4,0,1547.8203090171605,1222.5311281300574,38.55211922116418,1571.7302689992048,-1057.86620594288,5165186.1645945655,3768444.439055486,4.597338082522088,0.0,0.0,4,4
16206,Fraud,179.66,0.0,0.0,0,9,0,30.17145093277798,0.0,2.8453314072674325,0.0,268.1888967800035,6442938.856625532,2878887.9326777514,0.0,0.0,1.0,1,76
16207,Non - Fraud,130.44,0.0,2596.6541925222523,0,0,0,41.90767802153256,25.892528844455963,6.4868782021565075,0.0,209.19997114338034,0.0,359220.1834972902,5.98981314822859,0.0,0.0,3,1
16208,Non - Fraud,31399.38,6495.803224021126,186199.56515237901,0,0,1,13.987625461313588,11.444184902859675,0.0,0.0,-294.38066751523,0.0,0.0,6.899343634256481,0.0,1.0,184,302
16209,Non - Fraud,2138.58,5318.254596623219,257990.35235780565,431,40,0,10.604162588107751,0.0,0.0,0.0,180.68008787357113,0.0,6120275.837618377,5.277955794415708,0.0,6.0,188,450
16210,Non - Fraud,123.52,0.0,0.0,0,0,0,29.003573171475296,16.358654079627183,2.813361962034015,2645.2792916720928,-90.34143985303572,0.0,2742450.611085218,0.0,0.0,0.0,4,2
16211,Non - Fraud,186.12,1443.6701226566915,0.0,5,0,0,0.0,32.46934450366812,0.9639886962066464,0.0,-241.2878278790319,0.0,19877.587293144665,0.0,1.0,0.0,4,78
16212,Non - Fraud,181.9,28708.490308786095,223170.30842527494,4,8,1,96.94679817218471,14.270041254350085,2.2752094773874973,0.0,802.3612047444916,0.0,643076.8315220821,12.90004638086055,0.0,1.0,2,0
16213,Non - Fraud,0.0,3021.856260149301,64113.900877245826,0,4,0,25.770840172739277,41.27562001113849,3.6717682545251398,49.82972099207211,-829.9324078118174,0.0,1234385.7228420968,0.0,0.0,1.0,3,0
16214,Fraud,42.77,86.26699823223925,2450.744088526156,3,6,0,60.85718487159815,12.755566888817174,2.417518430888272,598.0314453651916,369.01613915499547,0.0,2746210.8831414017,3.296414318259052,0.0,1.0,-1,-1
16215,Non - Fraud,0.0,329.1460585175963,0.0,2,1,1,2.7949757649234286,29.261272733447946,37.89330436815949,0.0,-365.10576390743245,0.0,0.0,0.0,0.0,0.0,6,3
16216,Non - Fraud,0.0,95.80201048407719,342.5137849679188,1,0,0,110.2464488611005,87.3809354575804,44.62564090900096,0.0,-279.5523550328012,8407723.926661508,3135663.9433959704,2.1614442861882037,0.0,0.0,5,4
16217,Fraud,170.04,370.1962474680373,0.0,5,13,0,44.91412154122271,0.0,0.0,230.28056489340634,567.6530947825255,30248456.531160448,1551683.59287053,0.0,0.0,2.0,-1,-1
16218,Non - Fraud,274.18,97.02167880523149,3514.59147463123,1,3,0,47.78524313406854,76.24153782618467,47.15828978639932,0.0,804.8132234478697,0.0,427392.26260239125,15.737745640036623,0.0,0.0,3,3
16219,Non - Fraud,0.0,0.0,0.0,9,0,0,42.68372461595974,60.36544532795965,2.250258159132496,0.0,-709.8445633510855,0.0,1384825.9526306703,0.0,0.0,0.0,4,3
16220,Fraud,3217.82,0.0,7682.85040323127,2,19,0,31.774567955171992,5.614286617887998,5.609685712976685,661.3336068104236,74.66777564032785,14031484.18527759,3715094.2237634403,0.0,0.0,1.0,2,78
16221,Non - Fraud,41.86,235.37706432581524,0.0,1,0,0,102.39344699658687,82.38600809591304,7.866446144719232,0.0,-133.98404613202808,0.0,3529005.6819574744,0.0,0.0,0.0,4,2
16222,Non - Fraud,18901.83,27593.402451971393,922175.7240137263,10,0,0,50.858988613104096,15.303678216438806,1.3058585887568444,1669.1644615100267,368.8971899096508,0.0,0.0,0.0,1.0,0.0,1,1
16223,Non - Fraud,314.4,278.2841800881895,2623.829152591114,5,11,0,19.72529368875538,25.993768383318127,2.4206032812248357,599.0198530038793,-1408.5005713090584,0.0,943393.0609518253,0.0,0.0,0.0,2,2
16224,Non - Fraud,178.52,31.389244521275913,479.1016713614308,9,5,0,27.447956117720196,29.888274684656906,0.7532401772965607,965.4519236457729,-191.5498436058723,0.0,2758505.523461327,7.890830039078254,0.0,0.0,32,3
16225,Fraud,33.76,214.89768338948107,62440.40239926053,4,8,0,4.191699048122533,0.0,1.337202868495865,0.0,-190.90925622713323,0.0,0.0,0.0,0.0,1.0,1,75
16226,Fraud,259.96,357.6792217807026,70637.14496585156,6,9,0,51.70584559074187,4.904096040543898,2.5248851008167477,1390.8453060287568,-73.59214535123922,24671549.426074523,2174145.716799934,0.0,0.0,1.0,-1,0
16227,Fraud,105.43,220.90159502286355,0.0,2,2,0,0.0,0.0,1.5569375616612384,0.0,-295.7895956939262,17533849.36830248,2826571.336066351,0.0,0.0,2.0,-1,70
16228,Non - Fraud,3182.93,8703.39221030263,63202.31373001355,13,0,0,67.73451402225551,38.97601036003162,2.4456352035012294,0.0,1155.9363877429191,0.0,3066978.6480879253,0.0,1.0,36.0,43,158
16229,Non - Fraud,199.93,0.0,0.0,2,0,0,1250.5633437498252,1186.0351793515447,43.78065530272535,390.9407224636753,-84.46920313915385,0.0,7921586.951877723,0.0,0.0,0.0,4,4
16230,Non - Fraud,2024.7,331.1834751006823,47981.55440979824,2,11,0,1540.794545045325,743.858503214982,0.0,1253.9761379393635,277.9267982254782,0.0,0.0,20.25822545350435,0.0,10.0,4,200
16231,Non - Fraud,10254.43,1827.7212002333513,378680.1716782398,100,3,0,1309.7521373268942,95.96061602870418,15.25146896576301,0.0,1391.7804221346628,0.0,3975057.670073366,6.222796918022288,9.0,19.0,133,37
16232,Non - Fraud,297.78,208.19830768482922,71107.93388797989,4,5,1,23.65217016905561,33.783381969944905,2.975320391272704,0.0,47.86106379876027,23889976.822323974,8392256.793606153,14.57550373099676,1.0,0.0,3,2
