,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name
6700,Fraud,0.0,629.46,3704.55,1,2,0,0.12,0.062,0.1,0.1,0.024,0.0,0.0,0.0,0.0,0.0
6701,Non - Fraud,0.0,88.41,884007.07,0,9999,1,22583.9026,159.510377,0.0,0.0,1594944.257,57029.05447,1163.061969,0.0,2.0,35.0
6702,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
6703,Non - Fraud,0.0,26471.87,52943.73,0,2,1,21.821722,10.910861,0.0,0.0,21.82172196,0.0,0.0,0.0,0.0,0.0
6704,Non - Fraud,164.94,0.0,329.88,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
6705,Non - Fraud,6.44,76.03,412.35,5,5,0,20.0,6.9,6.899288,34.49644079,0.003559205,0.0,0.0,0.0,0.0,0.0
6706,Non - Fraud,2287.41,3593.72,67635.75,17,8,0,1.995,0.737081,0.462421,7.861153407000001,-1.964503397,3384.899888000001,5882.899888,0.0,5.0,6.0
6707,Non - Fraud,13790.85,4953.68,430054.03,24,20,0,0.557125,0.1726319999999999,0.14334,3.440158733,0.012487188,105.21994340000002,105.21994340000002,0.0,3.0,2.0
6708,Non - Fraud,0.0,1803.07,218170.95,0,121,1,6.4,0.767425,0.0,0.0,92.85843162,0.353753532,0.0,0.0,0.0,1.0
6709,Non - Fraud,160.63,1.46,324.18,2,2,0,88.647634,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
6710,Non - Fraud,6.69,2744.31,481411.83,173,175,0,5.243628,3.686285,3.728267,644.9901639,0.109798076,0.0,0.0,0.0,0.0,0.0
6711,Non - Fraud,22.79,0.0,68.38,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
6712,Non - Fraud,27.06,6966.37,386355.1,8613,22,0,10.0,1.96474,0.007886,67.918,-24.69371236,576.5127199,0.0,0.0,0.0,8.0
6713,Non - Fraud,703.51,1512.16,1724849.07,384,962,0,300.0,1.1950889999999998,3.050133,1171.251114,-21.57532972,1466488.566,52075.56527,0.0,13.0,65.0
6714,Non - Fraud,0.0,0.0,282.88,1,1,0,3.41,3.41,3.40938,3.40938,0.00062,0.0,0.0,0.0,0.0,0.0
6715,Non - Fraud,5217.07,5819.92,994303.05,127,57,0,26.0,5.386577,2.648994,336.4221974,-29.38729011,712018.2797,438852.9105,0.0,20.0,58.0
6716,Non - Fraud,130140.87,1692.99,405659.55,3,9,0,13.999575,4.487428,10.0,30.0,10.38685217,4440.983037,2500.0,0.0,1.0,15.0
6717,Non - Fraud,52.48,287.13,9299.17,24,28,0,2.1609830000000003,2.036327,2.375185,57.00443406,0.012708609,0.0,0.0,0.0,0.0,0.0
6718,Non - Fraud,154.87,0.0,309.73,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
6719,Non - Fraud,4018.73,54218.28,291254.25,32,3,0,10.551901,7.511097,0.765548,24.49753348,-1.964242757,1748.513354,0.0,0.0,0.0,7.0
6720,Fraud,0.0,414.74,38495.18,1,6,0,0.407611,0.196077,2.37546,2.37545966,-1.199,2.056688538,0.0,0.0,0.0,1.0
6721,Non - Fraud,22.48,0.0,67.45,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
6722,Fraud,0.0,388.61,10492.58,0,27,1,1000.0,43.10756,0.0,0.0,1163.904128,0.0,0.0,0.0,0.0,0.0
6723,Non - Fraud,53177.39,0.0,212709.57,4,1,0,29.999528,29.999528,7.499441,29.99776437,0.001764,413.9440316,0.0,0.0,0.0,4.0
6724,Non - Fraud,0.81,40538.29,162156.4,4,4,0,10.144463,6.546145,6.545641000000002,26.18256523,0.00201584,0.0,0.0,0.0,0.0,0.0
6725,Non - Fraud,4.37,2200.52,8823.93,5,4,0,49.999365,16.916221,13.532115,67.66057303,0.004311656,0.0,0.0,0.0,0.0,0.0
6726,Non - Fraud,4.83,168223.23,336456.13,2,2,0,19.94,12.4675,12.466225,24.9324492,0.002550798,0.0,0.0,0.0,0.0,0.0
6727,Non - Fraud,522.17,126161.8,891487.3,16,7,0,53.441839,8.703539,3.807284,60.91655034,0.00822081,0.0,0.0,0.0,0.0,0.0
6728,Non - Fraud,4.52,4604.66,23045.92,5,5,0,2.041194,0.7364569999999999,0.736001,3.680006315,0.002279865,0.0,0.0,0.0,0.0,0.0
6729,Non - Fraud,259.71,1064.89,250170.9,12,232,0,0.057575,0.049615,1.206928,14.48314078,-2.972428383,0.224532062,0.0,0.0,0.0,1.0
6730,Non - Fraud,24.47,0.45,74.32,3,2,0,68.483132,50.5,33.666160999999995,100.9984829,0.001517096,0.0,0.0,0.0,0.0,0.0
6731,Non - Fraud,0.0,5162.68,345899.4,0,67,1,1.026556,0.824167,0.0,0.0,55.21915942,7.555273559,0.0,0.0,0.0,4.0
6732,Fraud,5462.92,1102.61,19746.73,2,8,0,1.494,0.617078,2.463262,4.92652336,0.010098,100.337,0.0,0.0,0.0,2.0
6733,Non - Fraud,19.56,0.21,78.67,4,2,0,76.87028199999997,50.5,25.249496,100.997984,0.002016,0.0,0.0,0.0,0.0,0.0
6734,Fraud,0.0,646.54,20689.18,0,32,1,6.055,0.895558,0.0,0.0,28.65785211,100.0,0.0,100.0,0.0,1.0
6735,Non - Fraud,0.0,2350.37,291445.58,0,124,1,0.496229,0.245004,0.0,0.0,30.38046637,1.170426026,0.0,0.0,0.0,2.0
6736,Non - Fraud,161.23,0.0,322.47,2,1,0,101.0,101.0,50.499286,100.9985715,0.001428506,0.0,0.0,0.0,0.0,0.0
6737,Fraud,0.0,1451.1,40279.75,1,2,0,3.1,1.7,3.3997900000000003,3.3997900000000003,0.00021,75.37,0.0,0.0,0.0,3.0
6738,Non - Fraud,0.0,0.0,330.62,1,1,0,1.0,1.0,0.99938,0.99938,0.00062,0.0,0.0,0.0,0.0,0.0
6739,Non - Fraud,17.92,0.0,71.68,4,1,0,101.0,101.0,25.249475,100.9979,0.0021,0.0,0.0,0.0,0.0,0.0
6740,Non - Fraud,21.68,0.0,65.03,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
6741,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6742,Non - Fraud,14659.01,24740.35,899755.53,31,18,0,60.893,7.641808,3.625968,112.405,25.14754531,16668.17824,13394.72662,0.0,4.0,23.0
6743,Non - Fraud,56.74,4439.1,1024937.92,226,228,0,1.377508,0.088458,0.088148,19.92137205,0.247090024,100.0,0.0,0.0,0.0,1.0
6744,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
6745,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
6746,Non - Fraud,0.0,0.0,196.93,1,1,0,1.0,1.0,0.9978,0.9978,0.0022,0.0,0.0,0.0,0.0,0.0
6747,Non - Fraud,0.0,0.0,2.6,1,1,0,3.15,3.15,3.149528,3.149528364,0.000471636,0.0,0.0,0.0,0.0,0.0
6748,Non - Fraud,17439.26,19604.18,1287980.57,48,23,0,85.84534599999998,8.195674,3.843092,184.4684208,4.03208544,3660.721270000002,100.0,0.0,1.0,16.0
6749,Non - Fraud,1221.91,2210.02,1014180.9,622,115,0,17.0,1.795828,0.410798,255.516237,-48.99599269,1553636392.0,178351.0732,0.0,212.0,32.0
6750,Non - Fraud,23.69,4778.36,412952.53,85,86,0,258.015509,8.989891,9.095174,773.0898022000001,0.04080994,0.0,0.0,0.0,0.0,0.0
6751,Non - Fraud,21886.17,348282.62,740337.58,2,2,0,5.245,2.625,2.622275,5.244550858999999,0.0054491409999999,0.395086431,0.395086431,0.0,1.0,1.0
6752,Non - Fraud,0.0,4653.93,60501.15,0,13,1,7.92,2.600454,0.0,0.0,33.80590417,0.0,0.0,0.0,0.0,0.0
6753,Non - Fraud,0.0,4287.54,10095.8,1,2,0,2.0,1.06437,2.128299,2.12829901,0.000441,0.0,0.0,0.0,0.0,0.0
6754,Non - Fraud,145.22,8133.65,49528.0,5,6,0,0.054362,0.043159,0.051,0.255,0.003955566,0.0,0.0,0.0,0.0,0.0
6755,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6756,Non - Fraud,12835.89,15992.51,929031.45,35,30,0,14.341,3.271709,2.6654,93.289,4.86227086,321987.037,290234.4954,0.0,10.0,27.0
6757,Non - Fraud,5780.61,5257.66,1073242.28,132,59,0,82.97200000000002,14.946234,6.869317,906.7498285,-24.92204001,344640.407,293007.1657,0.0,33.0,42.0
6758,Non - Fraud,0.0,20169.48,60508.45,0,3,1,26.0,9.033333,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0
6759,Non - Fraud,144881.43,37973.61,807367.4,4,6,0,4.5,1.79073,2.685075,10.7403,0.004081428,0.577244409,0.0,0.0,0.0,4.0
6760,Fraud,429.79,7021.15,277396.03,139,31,0,0.575329,0.133009,0.136723,19.00454212,-14.88124797,1238.847622,2126.0,0.0,2.0,1.0
6761,Non - Fraud,0.0,1868.51,291487.33,0,156,1,6.999,1.612074,0.0,0.0,251.48351040000003,24.79879627,0.0,0.0,0.0,4.0
6762,Non - Fraud,2.1,0.0,8.42,4,2,0,1364.400163,1000.5,500.249528,2000.998113,0.001886545,0.0,0.0,0.0,0.0,0.0
6763,Fraud,0.0,244.15,193558.82,1,16,0,1.0,0.5574,8.91,8.91,0.00840096,1.337,0.0,0.0,0.0,3.0
6764,Non - Fraud,9235.34,3879.0,286113.87,23,19,0,13.49,6.073934,4.227391000000001,97.22998202,18.17476472,27512.35873,0.0,0.0,0.0,17.0
6765,Fraud,0.0,103.55,4433.95,1,6,0,1.989,0.875526,5.25,5.25,0.00315732,13.37,0.0,0.0,0.0,1.0
6766,Non - Fraud,162.66,1.02,327.37,2,2,0,52.483367,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
6767,Non - Fraud,9867.59,7300.03,897145.53,85,8,0,2.503,0.859344,0.180991,15.38426959,-8.509514879,13052.922,12624.58899,0.0,3.0,8.0
6768,Fraud,197.21,825.29,9933.58,42,2,0,739.0,370.35,17.632143,740.55,0.15,520686.5502,523179.5501,0.0,3.0,36.0
6769,Fraud,664.81,86.19,4235.43,3,26,0,8.0,0.922184,7.989789999999998,23.96937013,0.007417609,13.37,0.0,0.0,0.0,1.0
6770,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6771,Non - Fraud,71.13,1897.03,1157402.38,243,601,0,1.004055,0.321087,0.792895,192.67337340000003,0.299995605,3.030926412,0.0,0.0,0.0,2.0
6772,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
6773,Non - Fraud,0.86,30007.36,60016.43,2,2,0,3.395,1.878738,1.877898,3.755796793,0.00168,0.0,0.0,0.0,0.0,0.0
6774,Fraud,0.0,29311.25,175867.52,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6775,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
6776,Non - Fraud,161.98,0.63,325.23,2,2,0,55.044626,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
6777,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
6778,Non - Fraud,6.71,0.03,20.18,3,2,0,1490.827494,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
6779,Non - Fraud,31438.5,4555.61,274286.03,8,5,0,3.37645,2.253833,1.407815,11.26252129,0.006643594,1065.98953,622.9539973,0.0,2.0,7.0
6780,Fraud,25173.11,1125.57,77770.45,3,2,0,0.292229,0.171114,0.113852,0.34155668,0.000672,1.337,0.0,0.0,0.0,1.0
6781,Fraud,0.0,29000.07,174000.45,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6782,Fraud,485.61,0.0,971.22,2,1,0,0.98029,0.98029,1.235,2.47,-1.48971,13.37,0.0,0.0,0.0,1.0
6783,Non - Fraud,15.68,513.42,748699.25,1384,1416,0,13.0,1.071941,1.095911,1516.741335,1.127376073,365.0,0.0,0.0,0.0,2.0
6784,Non - Fraud,9240.32,22158.67,744244.83,11,29,0,4.594855,1.17976,3.109485,34.20433785,0.00870215,411.0211514,0.445626156,0.0,1.0,3.0
6785,Non - Fraud,3630.27,1139.51,91684.53,24,4,0,0.150451,0.045818,0.005885,0.141247867,0.042025811,0.0,0.0,0.0,0.0,0.0
6786,Non - Fraud,1865.94,12424.9,958759.38,81,65,0,70.203,9.455185,11.138925,902.2529343,-287.6658828,0.0,0.0,0.0,0.0,0.0
6787,Non - Fraud,35.63,0.82,322.3,9,2,0,86.134439,50.5,11.221465,100.9931873,0.006812682,0.0,0.0,0.0,0.0,0.0
6788,Non - Fraud,4817.16,18166.41,736045.88,100,14,0,20.052865,9.580231,1.434064,143.4064368,-9.283202949,194052.2543,183622.0826,0.0,5.0,13.0
6789,Non - Fraud,3908.74,10739.59,298923.97,49,10,0,400.0,72.10096800000002,14.806689000000002,725.5277402,-4.51805557,1326091.977,5805723.966,0.0,12.0,8.0
6790,Non - Fraud,162.16,0.33,324.97,2,2,0,63.440953,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
6791,Non - Fraud,156.31,0.0,312.62,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
6792,Fraud,0.0,4183.66,8370.82,1,2,0,0.016,0.010355,0.02,0.02,0.00071068,0.0,0.0,0.0,0.0,0.0
6793,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
6794,Non - Fraud,396.14,615.65,9502.22,10,9,0,12.228277,5.558167,5.00181,50.0181,0.00540136,40.04845944,40.04845944,0.0,1.0,1.0
6795,Non - Fraud,737.36,72045.74,220561.37,6,3,0,0.499622,0.341747,0.262433,1.5746,-0.54935991,0.0,0.0,0.0,0.0,0.0
6796,Non - Fraud,25.37,6208.77,1277262.62,176,205,0,4.00094,0.939201,1.092511,192.28185990000003,0.254335288,0.0,0.0,0.0,0.0,0.0
6797,Non - Fraud,1324.2,16170.71,422806.45,14,25,0,32.9299,13.830757,14.857143,208.0,137.76892019999997,20206.086,0.0,0.0,0.0,23.0
6798,Non - Fraud,0.0,0.0,11884.15,1,1,0,0.497892,0.497892,0.487892,0.48789202,0.01,4878.9202,0.0,0.0,0.0,1.0
6799,Fraud,20659.26,801.02,54134.82,2,16,0,4.99,0.964315,7.714097,15.42819448,0.00084,9e-11,0.0,0.0,0.0,1.0
6800,Non - Fraud,0.0,59293.47,412857.38,1,4,0,6.147448000000002,4.036875,16.146639999999998,16.1466401,0.0008609999999999,969.951575,0.0,0.0,0.0,8.0
6801,Non - Fraud,31.44,46347.64,139137.23,3,3,0,0.44,0.333,0.329852,0.98955502,0.00944498,0.0,0.0,0.0,0.0,0.0
6802,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
6803,Non - Fraud,0.0,0.0,230292.37,1,1,0,0.4179390000000001,0.4179390000000001,0.417465,0.417465409,0.000473101,109.8781283,0.0,0.0,0.0,4.0
6804,Non - Fraud,20.83,0.0,62.48,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
6805,Non - Fraud,8752.43,5591.96,511290.38,45,21,0,7.999832,1.326523,0.67335,30.30076449,-2.44377345,91927.00009,72350.91321,0.0,3.0,20.0
6806,Fraud,0.0,836.72,191025.85,1,3,0,2.120839,1.004946,3.01,3.01,0.004839,13.37,0.0,0.0,0.0,1.0
6807,Fraud,0.0,468.07,5364.65,1,3,0,0.2,0.07,0.20916,0.20916,0.00084,100.0,0.0,0.0,0.0,1.0
6808,Fraud,205478.96,0.0,410957.92,2,1,0,0.538451,0.538451,0.268295,0.53659,0.001861,1.337,0.0,0.0,0.0,1.0
6809,Non - Fraud,0.0,709.78,418772.6,0,590,1,138.22,1.264267,0.0,0.0,745.9177950000002,9.322819229,0.0,0.0,0.0,3.0
6810,Non - Fraud,45.76,36.34,219481.13,2676,2670,0,0.144048,0.02505,1.2e-05,0.031846428,66.85097895,0.0,0.0,0.0,0.0,0.0
6811,Non - Fraud,6642.61,6489.07,746009.1,83,30,0,21.396583,4.576228,1.809669,150.20252,-12.91568784,1778759.28,731637.2184,0.0,19.0,48.0
6812,Non - Fraud,0.0,0.0,8873.97,1,1,0,0.134989,0.134989,0.134569,0.13456893,0.00042,0.0,0.0,0.0,0.0,0.0
6813,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
6814,Non - Fraud,0.0,1553.26,226776.6,0,146,1,3.011242,1.507901,0.0,0.0,220.1534741,4.573632256000001,0.0,0.0,0.0,2.0
6815,Non - Fraud,5.66,5043.59,439285.2,87,87,0,1.797584,1.056269,1.05562,91.83898349,0.056448,3e-18,0.0,0.0,0.0,1.0
6816,Fraud,0.0,0.0,47.22,1,1,0,0.28,0.28,0.271667,0.2716667,0.0083333,1.337,0.0,0.0,0.0,1.0
6817,Non - Fraud,3413.64,11270.6,989853.97,148,43,0,39.595133,12.2322,3.849945,569.7919,-43.80727985,3661333.112,3141543.827,0.0,21.0,104.0
6818,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
6819,Non - Fraud,0.0,12597.92,226762.55,0,18,1,23.199495,7.0480220000000005,0.0,0.0,126.86439579999998,2.6000769740000003,0.0,0.0,0.0,2.0
6820,Non - Fraud,460.51,6835.59,167349.82,22,23,0,1.012453,0.96097,1.00169,22.03717991,0.065120549,0.0,0.0,0.0,0.0,0.0
6821,Non - Fraud,0.0,0.0,25.77,1,1,0,0.152992,0.152992,0.152372,0.15237209,0.00062,0.0,0.0,0.0,0.0,0.0
6822,Fraud,376.37,4554.35,19346.52,3,4,0,0.7959999999999999,0.408193,0.543613,1.63083851,0.001932,0.0,100.0,0.0,1.0,0.0
6823,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
6824,Fraud,0.0,111.39,83599.63,1,11,0,20.0,3.333606,36.669223,36.66922305,0.000441,0.0,0.0,0.0,0.0,0.0
6825,Non - Fraud,24.87,0.28,75.18,3,2,0,61.645162,50.5,33.666015,100.9980437,0.001956288,0.0,0.0,0.0,0.0,0.0
6826,Non - Fraud,9590.14,45144.95,218940.35,4,4,0,14.159118,6.5645440000000015,6.56398,26.25592155,0.002253447,0.0,0.0,0.0,0.0,0.0
6827,Non - Fraud,165.68,0.0,331.37,2,2,0,90.03267199999998,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
6828,Non - Fraud,0.0,32395.0,226765.03,0,7,1,63.772,20.764716,0.0,0.0,145.3530147,1.688657685,0.0,0.0,0.0,2.0
6829,Fraud,279.4,277.57,7777.43,3,25,0,5.0,1.201982,10.015654,30.04696184,0.002583,0.0,0.0,0.0,0.0,0.0
6830,Non - Fraud,22.81,0.0,68.42,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
6831,Non - Fraud,22.72,0.0,68.17,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
6832,Non - Fraud,47.76,1038.38,1223339.25,307,1164,0,10.29,0.2597489999999999,0.98256,301.6458016,0.7026120159999999,18358.07881,0.0,0.0,0.0,6.0
6833,Non - Fraud,0.0,0.0,110.78,1,1,0,0.46,0.46,0.4578,0.4578,0.0022,0.0,0.0,0.0,0.0,0.0
6834,Fraud,0.0,727.37,15240.0,1,9,0,10.0,2.605729,24.450701,24.45070083,-0.999139,1.337,0.0,0.0,0.0,2.0
6835,Non - Fraud,0.0,8872.07,283906.08,0,32,1,1.001567,0.6719229999999999,0.0,0.0,21.50152334,0.40720372,0.0,0.0,0.0,3.0
6836,Non - Fraud,0.0,0.0,0.0,0,1,0,0.9935,0.9935,0.0,0.0,0.9935,222.7379175,0.0,0.0,0.0,5.0
6837,Fraud,0.0,1001.76,47115.17,1,8,0,9.0,2.004672,16.03633,16.03633,0.00105,0.0,0.0,0.0,0.0,0.0
6838,Non - Fraud,1697.79,1772.61,810255.43,282,187,0,1175.0,88.688726,58.810325,16584.5117,0.28004122,213503677.5,186169900.9,0.0,79.0,65.0
6839,Fraud,0.0,9188.47,18376.95,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6840,Fraud,0.0,2795.43,308076.97,1,16,0,6.5,1.181605,18.904372,18.90437222,0.001302,1502.112607,0.0,0.0,0.0,6.0
6841,Non - Fraud,21.65,0.0,64.95,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
6842,Non - Fraud,625.26,2284.92,189115.75,43,71,0,0.202619,0.18829,0.310477,13.3505,0.018078545,0.0,0.0,0.0,0.0,0.0
6843,Non - Fraud,0.0,0.0,72.55,1,1,0,0.9,0.9,0.8978,0.8978,0.0022,0.0,0.0,0.0,0.0,0.0
6844,Non - Fraud,10.07,23867.89,119389.78,5,5,0,214.701593,54.281159,54.280303,271.401515,0.00427826,0.0,0.0,0.0,0.0,0.0
6845,Non - Fraud,167.35,0.0,669.4,4,2,0,1563.0021359999996,1000.5,500.249559,2000.998236,0.001764,0.0,0.0,0.0,0.0,0.0
6846,Non - Fraud,22.16,0.0,66.47,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
6847,Non - Fraud,3.22,7534.68,22613.7,3,3,0,0.5,0.233333,0.232773,0.69831999,0.00168001,0.0,0.0,0.0,0.0,0.0
6848,Fraud,0.0,212.24,23425.7,1,4,0,1.0,0.639572,2.557426,2.55742637,0.0008609999999999,9.8e-11,0.0,0.0,0.0,1.0
6849,Non - Fraud,6158.39,3015.72,560193.93,18,149,0,38.835,13.9793,115.716802,2082.9024440000007,0.01324426,630.039231,20.76921,0.0,1.0,4.0
6850,Fraud,0.0,873.21,3121.2,1,3,0,17.581433999999998,6.251489,18.752389,18.75238945,0.002079,0.0,0.0,0.0,0.0,0.0
6851,Non - Fraud,11789.81,5080.5,107931.13,7,5,0,8.069225,2.036677,1.451518,10.16062826,0.022755334,100.00781440000002,100.0000034,0.0,2.0,3.0
6852,Non - Fraud,7071.24,9215.18,761625.25,23,65,0,140.0,24.114055,68.147821,1567.3998789999996,0.013673762,23675.37854,5.554751762,0.0,1.0,9.0
6853,Non - Fraud,9300.62,22033.67,227644.03,15,4,0,37.0,15.6705,4.177613,62.6642,0.0178,263932.0,263932.0,0.0,5.0,5.0
6854,Fraud,725.14,598.63,7816.12,5,7,0,1.7391299999999998,0.645582,0.903332,4.516662169,0.002415,0.0,0.0,0.0,0.0,0.0
6855,Non - Fraud,21.94,0.0,65.82,3,1,0,101.0,101.0,33.666135,100.998404,0.001596,0.0,0.0,0.0,0.0,0.0
6856,Non - Fraud,33.99,0.0,101.98,3,1,0,101.0,101.0,33.666163,100.998488,0.001512,0.0,0.0,0.0,0.0,0.0
6857,Fraud,0.0,0.0,123.0,1,1,0,0.5,0.5,0.499517,0.499517,0.000483,13.37,0.0,0.0,0.0,1.0
6858,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
6859,Non - Fraud,2.11,0.52,7.35,3,2,0,1494.236809,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
6860,Non - Fraud,158.37,1.46,319.65,2,2,0,68.68011,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
6861,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6862,Non - Fraud,163.43,0.0,326.85,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
6863,Non - Fraud,2.45,0.66,8.67,3,2,0,1366.387436,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
6864,Non - Fraud,45561.42,26284.49,802574.4,13,8,0,45.4,21.925,20.32769200000001,264.26,-88.86,21167.384,636100.0,0.0,4.0,6.0
6865,Non - Fraud,166.16,0.21,332.73,2,2,0,66.568311,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
6866,Non - Fraud,0.0,0.0,180.72,1,1,0,2.0,2.0,1.99958,1.99958,0.00042,0.0,0.0,0.0,0.0,0.0
6867,Fraud,555.46,681.53,12696.93,2,17,0,5.575086,1.548067,13.157712,26.31542488,0.0017219999999999,13.37,100.0,0.0,1.0,1.0
6868,Fraud,0.0,95.46,6550.98,1,27,0,3.99,0.69388,18.734346,18.73434608,0.00042,0.0,0.0,0.0,0.0,0.0
6869,Non - Fraud,0.0,30339.75,273057.78,0,9,1,1.000251,0.340709,0.0,0.0,3.066385239,0.0,0.0,0.0,0.0,0.0
6870,Non - Fraud,2957.69,3739.81,985926.68,150,145,0,0.250617,0.129996,0.125191,18.77865281,0.070729763,0.0,0.0,0.0,0.0,0.0
6871,Fraud,0.0,0.0,0.0,0,1,0,0.097443,0.097443,0.0,0.0,0.09744272,0.0,0.0,0.0,0.0,0.0
6872,Non - Fraud,19109.07,8492.78,420393.18,2,45,0,1.0,0.090422,1.960767,3.9215333,0.14746203,470.4595772,0.0,0.0,0.0,7.0
6873,Non - Fraud,1.79,0.97,7.33,3,2,0,1631.954342,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
6874,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6875,Non - Fraud,34640.21,16607.53,135710.52,2,4,0,7.676031,3.397129,6.794027000000002,13.58805455,0.000462,0.12693388,0.0,0.0,0.0,1.0
6876,Non - Fraud,20.73,0.0,41.47,2,1,0,101.0,101.0,50.499475,100.99895,0.00105,0.0,0.0,0.0,0.0,0.0
6877,Non - Fraud,0.0,13338.34,226751.72,0,17,1,105.964449,16.146862,0.0,0.0,274.4966488,0.689595617,0.0,0.0,0.0,2.0
6878,Non - Fraud,25.63,0.0,76.9,3,2,0,53.42795400000001,50.5,33.666158,100.9984736,0.001526354,0.0,0.0,0.0,0.0,0.0
6879,Fraud,0.0,896.95,17264.92,1,9,0,1.5,0.463579,4.171728,4.17172791,0.000483,1.337,0.0,0.0,0.0,1.0
6880,Fraud,0.0,7.03,2013.77,1,2,0,11.4,5.708145,11.41545,11.41544995,0.00084,0.0,0.0,0.0,0.0,0.0
